city,customer_age,customer_name,customer_segment,discount,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,product_name,product_sub_category,profit,region,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code,
Charlottesville,62,Lynn Smith,Small Business,0.1,27-02-2020,85e3cef0-85b5-449a-9131-0fca8aafb6c4,Not Specified,12,0.6,Furniture,Jumbo Drum,Global Stack Chair without Arms  Black,Chairs & Chairmats,9635.29093,South,310.56,04-03-2020,Express Air,122.8372097,Virginia,25.98,22901,
Edmond,76,Dennis Kane,Small Business,0.06,22-04-2019,121aad8a-b12b-49e1-adb6-ca56d595488d,Critical,15,0.58,Office Supplies,Small Box,Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red,Appliances,24310.39477,Central,1568.85,02-05-2019,Express Air,1562.596174,Oklahoma,104.65,73034,
Plano,21,Thea Hendricks,Corporate,0.1,07-02-2019,e51568c5-51ad-4e1e-af04-e8067b286775,Medium,38,0.58,Technology,Small Box,V2397,Telephones and Communication,-12901.95359,Central,4783.82,13-02-2019,Express Air,3201.868495,Texas,125.99,75023,
Westborough,52,Harry Marie,Corporate,0.05,04-01-2023,6ec62f17-5a0c-485c-a56b-04e4c5ee3caa,Not Specified,36,0.67,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,11109.64759,East,2661.48,08-01-2023,Express Air,378.5484287,MA,73.98,1580,
Westborough,52,Harry Marie,Corporate,0.05,04-01-2023,0668b292-c908-4403-bbe4-cb450a72b1a7,Not Specified,36,0.77,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,11109.64759,East,2661.48,08-01-2023,Express Air,1508.454333,MA,73.98,1580,
Mesa,82,Russell Applegate,Home Office,0.24,10-08-2020,945cdd35-63d8-4bdc-9ae0-c9fcee698487,High,8,0.59,Furniture,Jumbo Drum,Hon GuestStacker Chair,Chairs & Chairmats,-13187.47335,West,1811.44,17-08-2020,Express Air,744.0672136,Arizona,226.67,85204,
Adrian,44,Natalie Fritzler,Corporate,0.1,01-11-2020,cb260e0b-903a-425a-972c-b48bad89df7b,High,8,0.58,Furniture,Jumbo Drum,Global Leather Highback Executive Chair with Pneumatic Height Adjustment  Black,Chairs & Chairmats,17419.64454,Central,1607.04,05-11-2020,Express Air,898.1878435,Michigan,200.98,49221,
Seattle,43,Corey Catlett,Small Business,0.22,01-02-2019,0c677660-ae37-4b98-93b1-3c96c4a6c4d7,Low,23,0.51,Furniture,Small Box,Seth Thomas 12 Clock w/ Goldtone Case,Office Furnishings,1212.26593,West,523.48,07-02-2019,Express Air,375.9288329,Washington,22.98,98115,
Fall River,87,Toby Braunhardt,Consumer,0.13,27-02-2019,2d755816-1425-426c-89d1-a16c504cda6d,Low,44,0.37,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,-4791.1657,East,697.4,01-03-2019,Express Air,219.4313906,MA,15.98,2724,
Fall River,87,Toby Braunhardt,Consumer,0.13,27-02-2019,a29128ee-7e9f-4371-b43a-78797488ecec,Low,44,0.48,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,-4791.1657,East,697.4,01-03-2019,Express Air,538.5828476,MA,15.98,2724,
Carson City,38,Sung Pak,Consumer,0.05,12-10-2021,dee416ac-ac10-4cb2-a776-3aa815b00a03,Medium,2,0.58,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,-3713.92042,West,529.86,19-10-2021,Regular Air,427.5351516,Nevada,264.98,89701,
Palm Beach Gardens,73,Pierre Wener,Corporate,0.2,09-04-2019,5889b32c-4008-47d8-b2af-41c7e5089cc7,Medium,33,0.55,Office Supplies,Small Pack,Elite 5 Scissors,Scissors, Rulers and Trimmers,18893.25873,South,272.25,13-04-2019,Delivery Truck,218.4590511,Florida,8.45,33403
Hopatcong,83,Eva Jacobs,Small Business,0.04,09-11-2021,9e773b74-5f3c-484b-b771-79e22e5bf101,High,5,0.76,Furniture,Medium Box,Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting,Office Furnishings,-3571.49187,East,206.4,18-11-2021,Express Air,6.531692697,New Jersey,41.32,7843,
Adrian,42,Laurel Beltran,Consumer,0.22,23-08-2021,bf97570d-796a-49f5-9a8f-8a6d24653b30,Critical,10,0.59,Technology,Small Box,3285,Telephones and Communication,9545.10145,Central,2057.7,24-08-2021,Delivery Truck,1096.356088,Michigan,205.99,49221,
Freeport,68,Kalyca Meade,Corporate,0.08,23-05-2022,d8cc3e6c-af24-4b3f-b291-5573d9ad9cbf,Not Specified,40,0.57,Office Supplies,Small Box,Belkin 5 Outlet SurgeMaster Power Centers,Appliances,9894.59628,East,2176,25-05-2022,Regular Air,1314.718657,New York,54.48,11520,
East Orange,53,Max Jones,Consumer,0.07,12-08-2022,691a6c86-1356-4ebb-b82e-a22e4c6fac08,Critical,21,0.37,Office Supplies,Small Box,Avery Poly Binder Pockets,Binders and Binder Accessories,13394.62116,East,73.71,16-08-2022,Delivery Truck,62.37557243,New Jersey,3.58,7017,
Oakland Park,89,Anna Andreadi,Home Office,0.08,10-03-2022,e9610fb6-a1ef-4cc9-a182-fb414d499cc2,Medium,18,0.38,Office Supplies,Small Box,Xerox 1933,Paper,9286.674,South,219.6,14-03-2022,Regular Air,92.81194415,Florida,12.28,33334,
East Cleveland,75,Craig Carreira,Consumer,0.05,06-01-2022,e1bdf43a-d7f8-4e70-a68b-67d5bb2b1dfe,High,13,0.38,Office Supplies,Small Box,Xerox 1880,Paper,17086.18641,East,460.07,11-01-2022,Regular Air,132.312548,Ohio,35.44,44112,
Mountain View,78,Janet Molinari,Corporate,0.08,11-12-2020,82e0f188-ca03-47b4-97bf-06a73ed6ac26,Low,29,0.57,Office Supplies,Wrap Bag,Newell 307,Pens & Art Supplies,853.93869,West,50.46,15-12-2020,Delivery Truck,40.39383581,California,1.82,94043,
Winchester,56,Marina Lichtenstein,Corporate,0.02,28-05-2021,0953cd59-f494-4d46-a2e1-0cecc43be291,Critical,3,0.4,Office Supplies,Small Box,Xerox 1896,Paper,2029.43597,South,29.91,06-06-2021,Regular Air,9.680549856,Virginia,9.99,22601,
Walpole,38,Joni Sundaresam,Corporate,0.05,18-11-2021,a39c96ff-70de-4573-acea-04f3b3f7be44,High,48,0.51,Furniture,Small Box,Seth Thomas 12 Clock w/ Goldtone Case,Office Furnishings,20517.22867,East,1100.64,22-11-2021,Delivery Truck,181.0601884,MA,22.98,2032,
Inkster,34,Rick Wilson,Home Office,0.15,09-02-2022,0571bd11-c278-44af-a69d-f07c345e279a,High,5,0.38,Office Supplies,Small Box,Avery 487,Labels,6168.44926,Central,17.7,17-02-2022,Regular Air,9.255654714,Michigan,3.69,48141,
Cloverleaf,50,Max Engle,Consumer,0.25,04-02-2019,36c767e0-59ea-43ff-aead-98cc70d396b2,High,26,0.59,Office Supplies,Small Pack,Boston 16801 Nautilus Battery Pencil Sharpener,Pens & Art Supplies,9673.16088,Central,565.76,05-02-2019,Regular Air,182.1522427,Texas,22.01,77015,
North Port,86,Sarah Foster,Home Office,0.18,24-08-2019,733f48da-f2ae-4af0-95fe-48a35842ed0c,Critical,48,0.56,Office Supplies,Small Box,Project Tote Personal File,Storage & Organization,11212.76745,South,664.8,01-09-2019,Delivery Truck,574.0033467,Florida,14.03,34287,
Auburn,26,Dorris Love,Home Office,0.12,16-12-2020,b1b0d6bb-e72b-4950-89e4-7378782720c2,High,38,0.57,Office Supplies,Wrap Bag,Premium Writing Pencils  Soft  #2 by Central Association for the Blind,Pens & Art Supplies,-7970.93139,West,108.68,22-12-2020,Delivery Truck,109.3098499,Washington,2.98,98002,
New Orleans,65,Harry Marie,Small Business,0.12,29-01-2019,f1465a26-1623-4aef-8296-f59744990a82,Critical,4,0.73,Office Supplies,Small Box,Fellowes Strictly Business Drawer File  Letter/Legal Size,Storage & Organization,19413.60069,South,562.92,04-02-2019,Delivery Truck,5.938786416,Louisiana,140.85,70117,
Tyler,62,Don Miller,Corporate,0.13,30-12-2020,80b0ad89-b0cf-4a25-ac89-30db5f584704,Medium,16,0.69,Furniture,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,-61.35266,Central,2893.6,07-01-2021,Delivery Truck,2387.481966,Texas,180.98,75701,
Frisco,83,Lori Olson,Home Office,0.19,01-10-2022,d2a3ea49-bc51-4bc1-8694-559a89ef5552,Not Specified,42,0.37,Office Supplies,Wrap Bag,Binder Clips by OIC,Rubber Bands,8468.29182,Central,54.18,02-10-2022,Regular Air,31.96729113,Texas,1.48,75034,
Rotterdam,23,Theone Pippenger,Corporate,0.21,25-07-2021,c8a19e1f-f325-45d0-a223-c0f08e4627ab,Critical,18,0.71,Technology,Small Pack,Sony MFD2HD Formatted Diskettes  10/Pack,Computer Peripherals,17209.11963,East,112.86,30-07-2021,Express Air,64.98223856,New York,6.48,12306,
West Allis,27,Mike Caudle,Small Business,0.13,03-12-2019,d5cfff9b-c41e-4903-a0fa-a7aec351350f,Low,17,0.59,Technology,Small Box,StarTAC 3000,Telephones and Communication,26942.32277,Central,2139.62,06-12-2019,Express Air,2048.125312,Wisconsin,125.99,53214,
Somerville,83,Trudy Bell,Small Business,0,11-02-2021,ece1ce69-965b-4af0-bea1-32035a632750,Low,15,\N,Office Supplies,Large Box,SAFCO Boltless Steel Shelving,Storage & Organization,15684.96361,East,1704.6,20-02-2021,Express Air,1671.049323,MA,113.64,2145,
Maplewood,38,Neoma Murray,Consumer,0.01,04-06-2021,56902a3c-e75e-46a4-9d33-1906cb1348f6,Medium,46,0.6,Office Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,Pens & Art Supplies,-9918.57674,East,481.62,07-06-2021,Regular Air,324.3097213,New Jersey,10.48,7040,
San Jose,22,Paul Lucas,Corporate,0.03,22-08-2021,99141049-b67b-48af-85e6-eeee0fe58512,Medium,19,0.57,Office Supplies,Small Pack,Boston Electric Pencil Sharpener  Model 1818  Charcoal Black,Pens & Art Supplies,-12503.62543,West,534.28,23-08-2021,Express Air,288.6305527,California,28.15,95123,
Glassboro,50,Chris McAfee,Corporate,0.18,01-09-2021,afbe0b73-450d-45ec-af53-a67066f07dfc,High,33,0.36,Office Supplies,Small Box,Xerox 1919,Paper,10463.89742,East,1346.73,04-09-2021,Regular Air,483.9198823,New Jersey,40.99,8028,
Grand Island,27,Justin Ellison,Home Office,0.24,10-05-2022,58140985-b665-482e-aa30-2f84ce7b74fe,Not Specified,7,0.6,Office Supplies,Wrap Bag,Newell 315,Pens & Art Supplies,15938.44535,Central,40.18,20-05-2022,Delivery Truck,6.817580477,Nebraska,5.98,68801,
Walker,65,Jane Waco,Home Office,0.02,28-01-2021,8c394b2a-a340-49c9-ba23-8f657d1bb5c6,Not Specified,15,0.67,Furniture,Medium Box,Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting,Office Furnishings,14101.63136,Central,1383.15,05-02-2021,Express Air,257.1918672,Michigan,92.23,49534,
Hamden,26,Erica Smith,Home Office,0.07,15-04-2019,db4b2431-db30-4d6a-89dd-e1eda21ea2fd,Low,10,0.6,Furniture,Jumbo Box,Hon Metal Bookcases  Black,Bookcases,22577.08895,East,709.1,17-04-2019,Delivery Truck,188.5681663,Connecticut,70.98,6511,
Saint Charles,47,Laurel Beltran,Corporate,0.23,12-10-2020,c152979c-360d-4a9a-9d27-cb2ed23027d7,Low,42,0.4,Office Supplies,Small Box,Xerox 1920,Paper,-12037.46608,East,241.5,20-10-2020,Express Air,89.86431475,Maryland,5.98,20602,
Summerville,83,Sonia Sunley,Corporate,0.02,18-05-2019,19953ce5-b837-4b83-a8ec-537dfee90ca0,Not Specified,4,0.67,Furniture,Jumbo Box,Hon 61000 Series Interactive Training Tables,Tables,-4011.20515,South,177.64,21-05-2019,Delivery Truck,96.69178346,South Carolina,44.43,29483,
Hialeah,49,Sylvia Foulston,Home Office,0.03,04-03-2021,36cdbff7-89c7-4895-9108-0cdb3e0c2ab1,Not Specified,43,0.59,Office Supplies,Large Box,Euro Pro Shark Stick Mini Vacuum,Appliances,-2818.43056,South,2620.85,07-03-2021,Regular Air,628.0984102,Florida,60.98,33012,
Waxahachie,33,Bill Overfelt,Small Business,0.18,30-12-2020,c12b6720-c44d-4af9-8c5a-079d9d968e1c,Not Specified,18,0.59,Office Supplies,Small Pack,Panasonic KP-150 Electric Pencil Sharpener,Pens & Art Supplies,-3655.19278,Central,676.08,06-01-2021,Regular Air,491.5034843,Texas,37.74,75165,
Hermitage,44,Laura Armstrong,Consumer,0.14,25-10-2019,06e53157-9066-4a7b-8f08-55f1da9ba475,Not Specified,8,0.36,Office Supplies,Wrap Bag,Rediform Wirebound Phone Memo Message Book  11 x 5-3/4,Paper,-11351.20703,East,60,04-11-2019,Regular Air,38.61991247,Pennsylvania,7.64,16148,
Blacksburg,68,Chris Selesnick,Consumer,0.23,07-12-2022,ed5ab01f-8eba-4ea7-9fd9-f89ee6fd0d35,High,23,0.58,Technology,Small Box,8890,Telephones and Communication,22836.49615,South,2662.48,16-12-2022,Regular Air,294.8991005,Virginia,115.99,24060,
Modesto,87,Brian Thompson,Consumer,0.17,16-09-2022,8596562e-27f1-4b0f-975a-ed275807d6d0,Low,7,0.39,Office Supplies,Small Box,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders and Binder Accessories,-12034.50963,West,32.55,18-09-2022,Express Air,33.63995304,California,4.82,95351,
Oakdale,43,Neoma Murray,Corporate,0.24,28-12-2022,325ebcbb-08ce-4dbc-9425-3d2f25a45e82,High,12,0.36,Office Supplies,Small Box,Xerox 1993,Paper,-6989.36042,Central,74.88,04-01-2023,Delivery Truck,26.81041589,Minnesota,6.48,55128,
Eden Prairie,40,Nicole Fjeld,Consumer,0.15,23-11-2021,3fd78858-ef35-413b-a401-c7739dde7437,Medium,44,0.37,Office Supplies,Small Box,Xerox 226,Paper,-2892.55245,Central,278.52,03-12-2021,Express Air,115.2350808,Minnesota,6.48,55343,
Davie,27,Tamara Dahlen,Home Office,0.19,26-08-2022,7fc6bb4e-e2b4-4927-8041-7fd073e3dba5,Not Specified,25,0.38,Office Supplies,Wrap Bag,Quartet Alpha White Chalk  12/Pack,Pens & Art Supplies,-13380.23884,South,50.5,05-09-2022,Regular Air,23.66694598,Florida,2.21,33314,
Wausau,82,Maribeth Schnelling,Home Office,0.1,20-04-2021,ac3a2415-108a-493e-9ee7-5aa5b0bc200d,Critical,41,0.37,Office Supplies,Small Box,Xerox 1985,Paper,201.99254,Central,261.58,29-04-2021,Delivery Truck,100.8278337,Wisconsin,6.48,54401,
Lincoln Park,23,Paul Prost,Corporate,0.25,30-12-2022,899d6d59-8cd6-42bb-8134-932c612c6836,,2,0.44,Furniture,Small Pack,Advantus Employee of the Month Certificate Frame  11 x 13-1/2,Office Furnishings,6531.05695,Central,61.36,08-01-2023,Regular Air,57.63763694,Michigan,30.93,48146,
Kennesaw,72,Ivan Gibson,Consumer,0.09,24-10-2022,77cfb599-3d11-4e08-9d60-5549b1019fce,Critical,32,0.81,Office Supplies,Wrap Bag,Alliance Rubber Bands,Rubber Bands,13976.67047,South,50.88,31-10-2022,Regular Air,0.488915504,Georgia,1.68,30144,
Youngstown,87,Ralph Kennedy,Small Business,0.22,14-02-2020,1c6cf5ed-2ce0-4c7a-98c1-fd0a3137593d,Critical,44,0.36,Office Supplies,Small Box,Avery Hole Reinforcements,Binders and Binder Accessories,-4592.57437,East,264.44,19-02-2020,Express Air,75.13042178,Ohio,6.23,44511,
El Centro,67,Lisa DeCherney,Consumer,0.01,07-02-2020,a254d3c5-11c5-4038-818b-f00756154a76,Not Specified,28,0.38,Office Supplies,Wrap Bag,Wirebound Message Forms  Four 2 3/4 x 5 Forms per Page  Pink Paper,Paper,19942.14326,West,228.48,17-02-2020,Express Air,96.64175945,California,8.17,92243,
Glen Cove,60,Shui Tom,Corporate,0.22,17-03-2020,7c9d1fdf-1502-4b9b-82d7-4f01d17f2aaa,Medium,18,0.59,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Appliances,24949.69158,East,1453.68,21-03-2020,Regular Air,652.758096,New York,80.98,11542,
Muncie,22,Harold Engle,Consumer,0.15,29-08-2019,7a002ae2-b850-4025-bf55-74c13b2fd26f,Medium,20,0.57,Technology,Small Box,6160,Telephones and Communication,-13090.1947,Central,2316.8,05-09-2019,,2229.991178,Indiana,115.99,47302,
New City,59,Adrian Shami,Home Office,0.22,14-11-2019,8ad6f17b-3430-4249-bfe9-ae8471119588,Low,34,0.55,Technology,Small Box,232,Telephones and Communication,-12549.5812,East,4276.18,22-11-2019,Regular Air,1357.259817,New York,125.99,10956,
Pico Rivera,34,Shui Tom,Consumer,0.13,28-04-2019,77563abe-f28a-42cc-aa79-0a6d0c2ec067,Medium,2,0.57,Office Supplies,Small Box,Kensington 4 Outlet MasterPiece Compact Power Control Center,Appliances,13435.13836,West,162.38,07-05-2019,Delivery Truck,133.5292455,California,81.32,90660,
Spring,39,Ricardo Block,Small Business,0.1,06-12-2020,6fc8224f-229e-46c4-84f8-ec9be7192361,Not Specified,38,0.52,Technology,Small Pack,80 Minute Slim Jewel Case CD-R   10/Pack - Staples,Computer Peripherals,26846.52816,Central,312.74,11-12-2020,Delivery Truck,76.8703719,Texas,8.33,77373,
Mineral Wells,77,Greg Tran,Corporate,0.17,20-08-2021,733ed7c0-b8b1-45f8-bd03-812aaf83d655,Not Specified,14,0.59,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,-10229.2725,Central,2935.38,21-08-2021,Delivery Truck,154.5032733,Texas,209.84,76067,
San Ramon,32,Jim Kriz,Consumer,0.23,27-03-2019,66b507a7-97ff-4309-b40a-33cfdc3bac2f,Low,13,0.37,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,-10784.2735,West,256.75,02-04-2019,Regular Air,228.8858663,California,19.98,94583,
Troutdale,45,Anne McFarland,Small Business,0.01,02-08-2020,7fde581e-7f4c-4498-8346-a2f976ab7900,Medium,17,0.37,Office Supplies,Small Box,Xerox 194,Paper,13656.08892,West,942.99,09-08-2020,Express Air,444.9914588,Oregon,55.48,97060,
Batavia,78,Victoria Pisteka,Home Office,0.09,19-05-2020,01f2e968-889d-4069-bdb3-c4525a5eba65,Critical,19,0.41,Furniture,Small Box,Staples 10 Round Wall Clock,Office Furnishings,17814.89079,Central,183.35,27-05-2020,Express Air,73.22513514,Illinois,9.74,60510,
Woodland,67,Harold Ryan,Small Business,0.23,05-04-2021,90e786b6-c8f2-4b4b-ae9f-4fe2dab99961,High,19,0.58,Technology,Small Box,Talkabout T8097,Telephones and Communication,26323.98928,West,3909.44,11-04-2021,Express Air,319.6461568,California,205.99,95695,
York,62,Aaron Hawkins,Small Business,0.01,02-08-2021,eeeef28a-7e77-48ca-81fd-311a7164ed0f,High,16,0.43,Furniture,Wrap Bag,Flat Face Poster Frame,Office Furnishings,-11046.85793,East,301.28,09-08-2021,Regular Air,134.4846493,Pennsylvania,18.84,17403,
Pflugerville,21,Victoria Wilson,Consumer,0.14,25-05-2019,1b6cee56-7c58-4c73-9055-e3e035a58fcc,Critical,36,0.38,Office Supplies,Small Box,Avery 516,Labels,12985.58661,Central,258.12,01-06-2019,Delivery Truck,12.43610973,Texas,7.31,78660,
Miramar,35,Giulietta Baptist,Home Office,0.09,11-07-2022,24d66a80-e59c-4964-9272-fadf2825bcc3,Not Specified,46,0.58,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,3202.65186,South,131.1,20-07-2022,Regular Air,33.55741225,Florida,2.94,33023,
Lindenwold,43,Christina DeMoss,Consumer,0.08,03-07-2021,2db1cd69-3568-4853-8fc2-1406b536add7,High,2,0.56,Office Supplies,Small Box,Letter Size Cart,Storage & Organization,16673.7764,East,285.56,07-07-2021,Regular Air,125.6505851,New Jersey,142.86,8021,
New Castle,88,Andy Yotov,Home Office,0.14,18-04-2022,aaf35ebb-5270-4861-a8b2-e85e009d69ed,Not Specified,25,0.37,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,23275.22422,Central,470.75,25-04-2022,Delivery Truck,447.2326828,Indiana,18.97,47362,
Santa Rosa,65,Rick Bensley,Small Business,0.23,30-06-2020,57aa441a-d572-4fc4-b361-66027df7807d,High,27,0.58,Office Supplies,Small Pack,Boston 19500 Mighty Mite Electric Pencil Sharpener,Pens & Art Supplies,9361.40445,West,537.84,04-07-2020,Regular Air,487.7745025,California,20.15,95404,
Hays,80,Clay Cheatham,Home Office,0.21,16-09-2021,732de064-89c7-48db-b1f3-6ba3e33a9fae,Medium,17,0.38,Office Supplies,Small Box,*Staples* Packaging Labels,Labels,-11328.33068,Central,45.56,25-09-2021,Regular Air,43.0884871,Kansas,2.89,67601,
Fort Lauderdale,74,Alan Hwang,Consumer,0.18,05-05-2020,be11fbde-9e63-4a0e-865f-5174d5183323,Low,28,0.74,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,7089.02283,South,10526.6,09-05-2020,Delivery Truck,9750.024966,Florida,376.13,33311,
Costa Mesa,77,Kelly Lampkin,Home Office,0.23,09-11-2021,3e73982b-431f-44fc-ad07-72826ba456f5,Critical,31,0.78,Furniture,Wrap Bag,Tenex Carpeted  Granite-Look or Clear Contemporary Contour Shape Chair Mats,Office Furnishings,-2472.08069,West,2184.88,15-11-2021,Delivery Truck,227.923401,California,70.71,92627,
Bartlett,78,Valerie Takahito,Home Office,0.06,26-09-2022,99075cec-a98d-45bc-b2cd-8d0320658552,Medium,35,0.38,Technology,Medium Box,Soundgear TeleForum DX Desktop Conference Phone,Office Machines,15841.8532,South,3373.65,28-09-2022,Express Air,2896.696786,Tennessee,96.45,38134,
Goldsboro,87,Rick Wilson,Small Business,0.08,16-05-2019,4101ca70-e2b8-4b2c-96ed-792413e818ae,Low,24,0.38,Office Supplies,Small Box,Round Specialty Laser Printer Labels,Labels,-8269.27799,South,298.8,26-05-2019,Express Air,61.78982454,North Carolina,12.53,27534,
Russellville,39,Alejandro Grove,Home Office,0.12,16-01-2021,0a7709f8-42fc-428b-8350-0dbbee6533a7,High,43,0.38,Office Supplies,Small Box,ACCOHIDE Binder by Acco,Binders and Binder Accessories,15369.34606,South,172.43,23-01-2021,Express Air,149.952529,Arkansas,4.13,72801,
Warner Robins,52,Joel Jenkins,Small Business,0.23,15-03-2020,92d2fe81-34e1-4f03-b010-e5857c7f5399,Critical,2,0.83,Office Supplies,Large Box,Space Solutions Industrial Galvanized Steel Shelving.,Storage & Organization,16881.79134,South,157.14,17-03-2020,Express Air,12.80764592,Georgia,78.8,31088,
Glenview,28,Lela Donovan,Corporate,0.02,31-01-2022,1b3252f3-3cd4-42c9-88f9-6910e1adb4a3,Low,24,0.61,Furniture,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,22243.5873,Central,936.96,01-02-2022,Express Air,833.2152271,Illinois,39.06,60025,
Glenview,28,Lela Donovan,Corporate,0.02,31-01-2022,19bde2c1-d997-4ff1-9752-59b276e7859a,Low,24,0.61,Furniture,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,22243.5873,Central,8423.04,09-02-2022,Express Air,5807.85389,Illinois,350.98,60025,
La Quinta,56,Clay Cheatham,Corporate,0.02,02-02-2022,43d1efde-8296-4c7f-a119-d01b764e346a,Low,34,0.35,Office Supplies,Wrap Bag,Memo Book  100 Message Capacity  5 3/8 x 11,Paper,24078.90451,West,228.48,08-02-2022,Delivery Truck,149.5803903,California,6.74,92253,
Ames,88,Rob Dowd,Small Business,0.04,15-02-2021,52eff6d1-b5c8-4bb7-93d7-8b80b9c1602a,High,48,0.59,Office Supplies,Small Box,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Appliances,10593.55475,Central,11161.92,16-02-2021,Express Air,3461.189124,Iowa,232.58,50010,
Austin,70,Janet Martin,Small Business,0.03,18-12-2019,2bdcf2f1-2ace-4ec2-9b6e-e632ca81fa2f,Medium,38,0.39,Office Supplies,Small Box,Acco Suede Grain Vinyl Round Ring Binder,Binders and Binder Accessories,-5461.21868,Central,104.5,24-12-2019,Delivery Truck,81.26175849,Texas,2.78,78745,
Lewiston,79,Penelope Sewall,Home Office,0.04,03-08-2022,37ee328d-3b76-448a-ad69-eb58223aaca1,High,19,0.6,Office Supplies,Small Pack,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,20679.13916,East,226.67,09-08-2022,Delivery Truck,7.507852347,Maine,11.97,4240,
Longview,87,Edward Becker,Corporate,0.15,22-03-2022,274a39ae-ca59-438c-a58a-5ae6ebaadb64,Not Specified,42,0.41,Office Supplies,Jumbo Drum,Holmes Replacement Filter for HEPA Air Cleaner  Very Large Room  HEPA Filter,Appliances,20661.42026,West,2883.72,29-03-2022,Delivery Truck,476.495268,Washington,68.81,98632,
Palm Springs,80,Don Weiss,Consumer,0.17,07-11-2021,0416fac9-bf33-4724-a8e1-b9d3741e56aa,Low,11,0.7,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,3204.76096,West,437.91,13-11-2021,Regular Air,52.03373617,California,39.98,92262,
Killeen,69,Carol Darley,Consumer,0.07,29-06-2019,d4434cb4-dd8b-4a39-b8d0-869c9bb6ca2a,Critical,26,0.57,Office Supplies,Small Pack,Boston KS Multi-Size Manual Pencil Sharpener,Pens & Art Supplies,11073.91436,Central,595.92,06-07-2019,Express Air,314.263939,Texas,22.99,76541,
Manhattan,39,Ryan Crowe,Home Office,0.07,13-08-2020,fefe9d10-44b3-4242-9321-8b798dd6af5a,High,20,0.46,Technology,Small Pack,Memorex 80 Minute CD-R  30/Pack,Computer Peripherals,18913.53343,Central,458.2,21-08-2020,Regular Air,83.69045487,Kansas,22.98,66502,
Taylors,46,Daniel Byrd,Small Business,0.19,02-05-2021,944e0b4b-b430-4f39-af71-197136fde1d4,Low,5,\N,Furniture,Jumbo Drum,SAFCO PlanMaster Heigh-Adjustable Drafting Table Base  43w x 30d x 30-37h  Black,Tables,451.28775,South,1746.3,12-05-2021,Express Air,1042.524299,South Carolina,349.45,29687,
Seymour,34,Kelly Andreada,Small Business,0.03,15-09-2019,d6f064ab-d9e2-46a8-9712-4c63864e4374,Low,45,0.83,Technology,Small Pack,Accessory28,Telephones and Communication,12099.29413,Central,2518.2,18-09-2019,Delivery Truck,2272.848524,Indiana,55.99,47274,
Holland,61,Philip Fox,Small Business,0.04,13-05-2021,b706a6fc-9eab-419c-aa62-b53007cdfab9,Low,15,0.6,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,-7411.9328,Central,119.25,19-05-2021,Regular Air,75.25429707,Michigan,7.99,49423,
Worcester,30,Nicole Brennan,Small Business,0.21,01-03-2021,33da669f-7ebd-4dc5-94c1-89bd18cd5bc5,Not Specified,22,0.39,Office Supplies,Small Box,Ibico EB-19 Dual Function Manual Binding System,Binders and Binder Accessories,-1582.25694,East,3801.16,09-03-2021,Delivery Truck,3531.515386,MA,172.99,1610,
Hobbs,45,Michael Nguyen,Home Office,0.07,15-06-2021,41747d1c-63b9-4ccf-8df0-a8f136ec4f86,Not Specified,15,0.57,Office Supplies,Small Box,SimpliFile Personal File  Black Granite  15w x 6-15/16d x 11-1/4h,Storage & Organization,23295.29558,West,169.2,17-06-2021,Regular Air,92.01512638,New Mexico,11.35,88240,
